name,review,rating,count,standev
Philips Avent 3 Pack 9oz Bottles,"I was recommended to use these bottles by a girlfriend who had used them with her baby and sworn by them. I started with a set of 4oz bottles with newborn nipples (#1) and have graduated now to the 9oz bottles with the next size up nipples (#2). I will simply buy new nipples when she's ready for the next step. I am absolutely thrilled with these bottles.  I do have an occasional leak but it is always my own fault for not screwing the lid on tight enough!I have not had any problems with leaking when I have them put together correctly. They were especially good for going back and forth between breast feeding and bottle feeding. My now 4mos old baby never had any difficulties feeding either way and transitioned very smoothly. One reader referred to air being pushed into the bottle during feeding and causing her baby to swallow air. The air wooshing in is a good thing! It prevents a vacuum from developing inside the bottle and allows the baby to continuously feed without having to stop to relieve the pressure inside the bottle. The only time I ever had any problems with mine swallowing air was when she had pretty much outgrown the newborn nipples and would try to suck too hard when she was very hungry. This was immediately corrected by buying the next size up. They're also very easy to clean and can be effectively washed in the dishwasher because of their wide neck. Regular bottles cannot. I, out of necessity, used another brand of bottle with her today at a relative's house and was reminded why I like Avent bottles so much!",5,191,1.620650696503464
Philips Avent 3 Pack 9oz Bottles,"If I had not been given a ton of Avent bottles, I would have chosen some other system.  The leaking is terrible!!!  You have to buy the disks separately, you should get them for free because they are absolutely essential.  The only way to mix formula in the bottle or transport liquid is to use the disks in the ring, then switch to the nipple when you are ready to feed.  The only reason I give it a two is because I do like that you can pump directly into the bottle with the ISIS breast pump.  And, I like the sippy cups.",2,191,1.620650696503464
Philips Avent 3 Pack 9oz Bottles,Leaks! Especially difficult to get a tight seal if you use one hand (while holding baby). A much better design is the Breast Flow Learning Curve First Years bottles. Instead buy The First Years 3pk. Breastflow 5oz. Bottles These worked much better for me.,1,191,1.620650696503464
Philips Avent 3 Pack 9oz Bottles,"I have been using the Avent bottle system for six months and have been completely satisfied. I introduced an Avent bottle to my daughter at four weeks old and she transitioned easily between breast and bottle. She is still breastfed in the morning and evenings but receives an Avent bottle at daycare and has never had a problem. I have never had a bottle leak of which other consumers have complained. I would recommend this system to any parent, especially those of part-time breastfed babies.",5,191,1.620650696503464
Philips Avent 3 Pack 9oz Bottles,"I used Avent bottles with my son when he was two weeks old. We only used them on the rare occasion I wasn't available to nurse him (first time was a funeral!). He NEVER had a problem latching on the bottle nipple, and then back to me when I got home. Expressing milk and having Dad, Grandma and Grandpa give him bottles now and then was nice for everyone involved. I can't recall a single time the bottle leaked as others complained. Perhaps it's not the brand that was the problem but the individual nipple or bottle. Also, he was used to working harder at my breast to get milk, but never seemed to get too much from the bottle, no matter how hard he sucked. Again, maybe it was that particular nipple, not the whole brand. Anyway, I loaned all of my Avents to my friend when he adopted a newborn. She's an Avent Girl all the way! Now that my second child is on the way, I'm registering for more!",5,191,1.620650696503464
Philips Avent 3 Pack 9oz Bottles,"These bottles are simply the best out there. I know, I tried ""ALL"" of them.",5,191,1.620650696503464
Philips Avent 3 Pack 9oz Bottles,I purchased these bottles for my older baby who drinks more than 9 oz at night.  These work well for us because we don't have to refill them as often and the nipples work on his trainer sippy cups from avent.,4,191,1.620650696503464
Philips Avent 3 Pack 9oz Bottles,"After reading the reviews of these bottles leaking, I personally found a way to keep from it.  When heating in the express bottle heater (after being in the fridge), I loosen the top of the bottle to let the pressure out.  After its ready, I then take the whole top off, wipe off the condensation on the rim (inside and out), then screw on snug, but not real tight.  It solves the leaking problem.  Another review I read said that screwing on too tight also causes leakage.  Ive not had a leaking problem since I started doing this.",5,191,1.620650696503464
Philips Avent 3 Pack 9oz Bottles,I really wanted to like these bottles because they are wide and they don't have any funny parts. But these things leak and leak. What a shame.,1,191,1.620650696503464
Philips Avent 3 Pack 9oz Bottles,"In the midst of all of my bottle testing, I was against Avent, mostly because they do cost a bit more than most bottles.  I thought that I could test a bottle and cup, to see if Avent was really telling the truth when they said all the parts were interchangeable.  Well, they are.  They also have more nipple selections, depending on how fast your child drinks.One thing I wish Avent has was a design or something on the bottle. I did find that if you buy the Evenflo Cool Pals 9 oz. cup holder, these fit in them great.I would suggest only getting 2 packs of these, couple of Magic Cups with handles and some extra spouts (have at least 2 green ones and 1 white one).",5,191,1.620650696503464
Philips Avent 3 Pack 9oz Bottles,"I had started with these bottles.  Then I called AVENT, and they told me these bottles contain BPA.  I switched to the Tempo Liner bottles and they work just as well.",1,191,1.620650696503464
Philips Avent 3 Pack 9oz Bottles,"The Avent system works great!  We have never has air/gas issues, and our daughter has never experienced nipple confusion.  We had to introduce the bottle at four days old and went back to the breast at one month without issue.  The nipples can be used on the sippy cups, the nipples can be replaced with storage inserts.  I use these bottles to tote food and to freeze homemade food.  I like the various number of hole nipples you can buy.  This is an excellent bottle!",5,191,1.620650696503464
